STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 12:55,FM-16,SCT:04 24 BKN:07 31 OVC:08 70,8.00,-RA:02 |RA:61 |,58,14.4,55,12.9,53,11.7,84,13,250,,29.97,,,,T,30.06,,,,,,,,,,0610,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 13:53,FM-15,SCT:04 24 BKN:07 31 OVC:08 70,10.00,,60,15.6,55,12.8,51,10.6,72,17,220,,29.96,,,30.06,T,30.05,,,,,,,,,,0610,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 14:53,FM-15,SCT:04 30 BKN:07 50 OVC:08 70,10.00,,60,15.6,55,12.8,51,10.6,72,16,210,,29.96,,,30.06,T,30.05,,,,,,,,,,0610,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 15:53,FM-15,SCT:04 25 BKN:07 42 OVC:08 60,10.00,-RA:02 |RA:61 |,59,15.0,54,12.3,50,10.0,72,24,260,31,29.97,5,,30.06,T,30.06,,,,,,,,,,0610,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 16:53,FM-15,FEW:02 25 BKN:07 70 BKN:07 200,10.00,,59,15.0,51,10.8,44,6.7,58,11,240,,29.95,,,30.04,T,30.04,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 17:53,FM-15,FEW:02 22 BKN:07 48 BKN:07 180,10.00,,58,14.4,52,11.0,46,7.8,65,18,240,,29.96,,,30.05,0.00,30.05,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 18:30,FM-16,FEW:02 20 BKN:07 29 BKN:07 48,9.00,-RA:02 |RA:61 |,54,12.2,50,10.2,47,8.3,77,15,300,26,29.97,,,,T,30.06,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 18:38,FM-16,FEW:02 20 BKN:07 29 BKN:07 46,10.00,-RA:02 |RA:61 |,54,12.2,50,10.0,46,7.8,75,13,290,,29.97,,,,T,30.06,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 18:51,FM-16,SCT:04 20 SCT:04 31 BKN:07 50,10.00,,55,13.0,51,10.8,48,9.0,77,13,260,,29.98,,,,,30.07,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 18:53,FM-15,SCT:04 20 SCT:04 31 BKN:07 50,10.00,,55,12.8,52,11.0,49,9.4,80,11,260,,29.98,3,,30.07,T,30.07,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 19:53,FM-15,FEW:02 28 FEW:02 180,10.00,,56,13.3,51,10.8,47,8.3,72,16,270,,30.01,,,30.10,0.00,30.10,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 20:53,FM-15,FEW:02 32 SCT:04 75,10.00,,55,12.8,51,10.5,47,8.3,74,9,270,,30.02,,,30.12,T,30.11,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 21:53,FM-15,FEW:02 24,10.00,,55,12.8,50,10.2,46,7.8,72,8,280,,30.03,1,,30.12,0.00,30.12,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 22:53,FM-15,FEW:02 55 SCT:04 85 BKN:07 110,10.00,-RA:02 |RA:61 |,56,13.3,51,10.8,47,8.3,72,16,280,,30.04,,,30.13,T,30.13,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 23:53,FM-15,FEW:02 37 SCT:04 44 SCT:04 70,10.00,,54,12.2,50,10.0,46,7.8,75,7,260,,30.04,,,30.13,T,30.13,65,52,58,3.3,,,,7,0,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-21 23:59,SOD,,,,,,,,,,,,,,,,,,,,65,52,58,3.3,,,,7,0,0608,1823,RA:16,0.07,0.0,0,29.99,,12.5,31,270,25,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 00:53,FM-15,FEW:02 26 SCT:04 37 BKN:07 60,10.00,,51,10.6,48,8.7,44,6.7,77,6,310,,30.05,2,,30.14,T,30.14,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 01:53,FM-15,SCT:04 60,10.00,,49,9.4,47,8.1,44,6.7,83,3,040,,30.06,,,30.14,,30.15,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 02:53,FM-15,FEW:02 28,10.00,,52,11.1,49,9.4,46,7.8,80,9,280,,30.05,,,30.14,,30.14,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 03:53,FM-15,CLR:00,10.00,,53,11.7,49,9.5,45,7.2,74,11,300,,30.06,3,,30.15,,30.15,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 04:53,FM-15,FEW:02 28,10.00,,47,8.3,45,7.3,43,6.1,86,3,030,,30.08,,,30.17,,30.17,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 05:53,FM-15,FEW:02 25,10.00,,50,10.0,47,8.1,43,6.1,77,6,340,,30.09,,,30.18,,30.18,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 06:53,FM-15,FEW:02 25,10.00,,48,8.9,46,7.8,44,6.7,86,5,050,,30.12,3,,30.21,,30.21,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 07:53,FM-15,FEW:02 25,10.00,,54,12.2,51,10.5,48,8.9,80,7,070,,30.14,,,30.23,,30.23,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 08:53,FM-15,SCT:04 25,10.00,,56,13.3,50,10.0,44,6.7,65,8,300,,30.17,,,30.26,,30.26,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 09:53,FM-15,SCT:04 25,10.00,,58,14.4,50,10.3,43,6.1,58,9,310,,30.17,1,,30.27,,30.26,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 10:53,FM-15,SCT:04 25,10.00,,60,15.6,51,10.8,43,6.1,53,11,310,,30.18,,,30.27,0.00,30.27,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 11:53,FM-15,SCT:04 25,10.00,,60,15.6,51,10.8,43,6.1,53,10,300,,30.17,,,30.26,0.00,30.26,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 12:53,FM-15,SCT:04 25,10.00,,61,16.1,52,11.3,44,6.7,54,10,270,,30.16,8,,30.25,0.00,30.25,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 13:53,FM-15,SCT:04 25,10.00,,62,16.7,53,11.5,44,6.7,52,16,280,,30.15,,,30.24,0.00,30.24,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 14:53,FM-15,SCT:04 25 SCT:04 200,10.00,,63,17.2,54,12.3,46,7.8,54,20,280,,30.13,,,30.23,0.00,30.22,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 15:53,FM-15,SCT:04 25 SCT:04 200,10.00,,62,16.7,53,11.8,45,7.2,54,22,290,,30.13,6,,30.22,0.00,30.22,,,,,,,,,,0608,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 16:53,FM-15,SCT:04 25 SCT:04 200,10.00,,61,16.1,53,11.5,45,7.2,56,20,280,,30.12,,,30.22,0.00,30.21,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 17:53,FM-15,FEW:02 25 FEW:02 200,10.00,,59,15.0,51,10.8,44,6.7,58,20,280,,30.14,,,30.23,0.00,30.23,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 18:53,FM-15,FEW:02 25,10.00,,57,13.9,51,10.5,45,7.2,64,8,310,,30.15,3,,30.24,0.00,30.24,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 19:53,FM-15,FEW:02 25,10.00,,55,12.8,49,9.2,42,5.6,62,11,330,,30.16,,,30.25,0.00,30.25,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 20:53,FM-15,CLR:00,10.00,,55,12.8,50,9.7,44,6.7,67,8,320,,30.17,,,30.26,0.00,30.26,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 21:53,FM-15,CLR:00,10.00,,54,12.2,50,9.7,45,7.2,72,5,330,,30.18,1,,30.27,0.00,30.27,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 22:53,FM-15,CLR:00,10.00,,53,11.7,49,9.2,44,6.7,72,6,340,,30.18,,,30.27,0.00,30.27,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 23:53,FM-15,CLR:00,10.00,,53,11.7,48,9.0,43,6.1,69,9,340,,30.17,,,30.27,0.00,30.26,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-22 23:59,SOD,,,,,,,,,,,,,,,,,,,,63,47,55,0.2,,,,10,0,0607,1824,,T,,0,30.13,,10.2,30,280,23,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 00:53,FM-15,CLR:00,10.00,,52,11.1,47,8.4,42,5.6,69,10,350,,30.17,8,,30.26,0.00,30.26,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 01:53,FM-15,CLR:00,10.00,,51,10.6,47,8.4,43,6.1,74,10,330,,30.16,,,30.25,0.00,30.25,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 02:53,FM-15,CLR:00,10.00,,51,10.6,47,8.4,43,6.1,74,6,340,,30.15,,,30.24,0.00,30.24,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 03:53,FM-15,CLR:00,10.00,,48,8.9,45,7.1,41,5.0,77,0,000,,30.16,5,,30.25,0.00,30.25,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 04:53,FM-15,FEW:02 200,10.00,,48,8.9,45,7.3,42,5.6,80,0,000,,30.16,,,30.25,0.00,30.25,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 05:53,FM-15,SCT:04 200,10.00,,47,8.3,44,6.8,41,5.0,80,0,000,,30.18,,,30.27,0.00,30.27,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 06:53,FM-15,SCT:04 200,10.00,,49,9.4,46,7.6,42,5.6,77,3,320,,30.21,3,,30.30,0.00,30.30,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 07:53,FM-15,BKN:07 200,10.00,,53,11.7,49,9.2,44,6.7,72,0,000,,30.22,,,30.31,0.00,30.31,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 08:53,FM-15,BKN:07 200,10.00,,55,12.8,49,9.5,43,6.1,64,0,000,,30.23,,,30.32,0.00,30.32,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 09:53,FM-15,SCT:04 200,10.00,,57,13.9,50,10.0,43,6.1,60,3,260,,30.24,1,,30.33,0.00,30.33,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 10:53,FM-15,SCT:04 200,10.00,,61,16.1,52,11.0,43,6.1,52,9,270,,30.24,,,30.33,0.00,30.33,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 11:53,FM-15,SCT:04 200,10.00,,63,17.2,52,11.3,42,5.6,47,8,270,,30.24,,,30.33,0.00,30.33,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 12:53,FM-15,BKN:07 200,10.00,,65,18.3,51,10.7,37,2.8,36,8,290,,30.23,8,,30.32,0.00,30.32,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 13:53,FM-15,BKN:07 200,10.00,,66,18.9,55,12.7,45,7.2,47,11,260,,30.21,,,30.30,0.00,30.30,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 14:53,FM-15,FEW:02 20 BKN:07 200,10.00,,65,18.3,55,12.5,45,7.2,49,15,260,,30.21,,,30.30,0.00,30.30,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 15:53,FM-15,FEW:02 20 BKN:07 200,10.00,,62,16.7,54,12.0,46,7.8,56,15,250,,30.19,6,,30.29,0.00,30.28,,,,,,,,,,0607,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 16:53,FM-15,BKN:07 200,10.00,,62,16.7,52,11.1,42,5.6,48,8,290,,30.19,,,30.28,0.00,30.28,,,,,,,,,,0605,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-03-23 17:53,FM-15,BKN:07 200,10.00,,61,16.1,54,12.0,47,8.3,60,9,250,,30.20,,,30.29,0.00,30.29,,,,,,,,,,0605,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
